id,country,product_services,revenue_omu,type,type_length,is_source,is_target,weighted_degree,degree,total_revenue,type_set,neighbor_BO,neighbor_CC,total_rev_per_BO,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,related
Costa del Viento Ges.m.b.H.,Nalakond,"['Tuna, salmon, herring, shellfish, and groundfish products; Flounder fillets, cornmeal pollock strips, burger, tuna steak, frozen halibut steaks, as well as canned sockeye salmon and frozen sockeye, and crabs; Cod, pollock, rockfish, flounder and sole, and other related products']",[54309.9274],{'Company': 1},1,1,0,5,5,54309,['Company'],4,1,13577.25,0.0007050197405527,0.0022545519160589,0.0626994721998744,1.9571995298841643e-06,1
Golden LLC,ZH,['Preparation and packaging seafoods (Gathering and canning seafood; smoking; salting; and drying seafood; eviscerating fresh fish by removing heads; fins; scales; bones; and entrails; shucking and packing fresh shellfish; processing marine fats and oils and freezing seafood)'],[54261.4913],{'Company': 1},1,0,0,0,0,54261,['Company'],0,0,54261.0,0.0,0.0,0.0,0.0,1
Burton PLC,ZH,"['Unknown', 'Pangasius fishes (basa bocourti and tra pangasius hypophthalmus fish)']","[54088.6957, 'None']","{'Company': 1, 'Beneficial Owner': 1}",2,0,0,0,0,54088,"['Company', 'Beneficial Owner']",0,0,54088.0,0.0,0.0,0.0,0.0,1
"Garcia, Lloyd and Houston",ZH,['Bottom fishes; shellfish; salmon fish; halibuts; farmed fishes; and exotics; as well as oysters; Pollock; shrimp; catfish; clams; cod; crab; flounder; sole; tilapia; tuna; whiting fish; and rockfish'],[53508.5106],{'Company': 1},1,0,0,0,0,53508,['Company'],0,0,53508.0,0.0,0.0,0.0,0.0,1
Caracola del Este Plc,Utoporiana,"['Design, installation and commissioning of maritime HVAC solutions and a global player in the fields of piping, refrigeration and fire protection']",[53139.7788],{'Company': 1},1,1,0,1,1,53139,['Company'],0,1,53139.0,1.0,0.0,1.0,0.7071067811865476,1
"Bennett, Love and Wells",ZH,"['Provides a wide variety of tra and basa products such as pangasius fillet, portion, skewer, steak, roll, value added products and industrial block']",[52629.9649],{'Company': 1},1,0,0,0,0,52629,['Company'],0,0,52629.0,0.0,0.0,0.0,0.0,1
"Morgan, Wade and Simmons",ZH,"['Logistics services (global sea freight, global airfreight, multimodal freight, European distribution, warehousing and VAS department which provides assembly, product modification, after sales services, return logistics and repairs)']",[52412.3403],{'Company': 1},1,0,0,0,0,52412,['Company'],0,0,52412.0,0.0,0.0,0.0,0.0,1
Holmes-Vega,ZH,"['Frozen foods and seafood products (frozen shrimp products, pre-fried breaded popcorn shrimps, ebi cheese balls, and popular shrimp dusted products, pasteurized canned crabmeat products)']",[52063.7922],{'Company': 1},1,0,0,0,0,52063,['Company'],0,0,52063.0,0.0,0.0,0.0,0.0,1
Irish Trout Sp Express,Mawazam,['Fish and seafood products'],[52027.9752],{'Company': 1},1,1,0,6,6,52027,['Company'],5,1,10405.4,0.0008460236886632,0.0014096417827607,0.0661252575733559,7.2431213138273146e-12,1
Fresh  Limited Liability Company,Marebak,['Fish and sea food products'],[51902.283],{'Company': 1},1,1,0,3,3,51902,['Company'],2,1,25951.0,0.75,0.8333333333333333,0.8,0.653280511529063,1
Oceanfront Oasis America N.V. Consulting,Nalakond,['Fish and fish products'],[51409.3386],{'Company': 1},1,1,0,3,3,51409,['Company'],2,1,25704.5,1.0,1.0,1.0,0.707106878039843,1
Gonzalez PLC,ZH,"['Shrimps', 'Unknown', 'Fresh, frozen and chilled seafood products (Spanish mackerel, round scad, bonito tuna, chub mackerel, black pomfret, hard tail scad)']","[6369.0707, 29771.1867, 'None', 51290.7176, 5179.6513]","{'Company': 4, 'Company Contacts': 1}",5,0,0,0,0,92609,"['Company', 'Company Contacts']",0,0,92609.0,0.0,0.0,0.0,0.0,1
"Benson, Johnson and Deleon",ZH,['Hoso Flower; Cuttlefish whole Cleaned; Squid whole; Octopus; Deep sea Pink; Squid whole IQF; Red Mullet; Indian Mackeral; Reef cod Red belly; Slipper Lobster; HLSO Brown; White Snapper; HoSo Sea Tiger; Deep Sea Lobster; Baby Octopus; BS cut Crab; SkipJack Tuna; Blanched PUD; HOSO Shrimps; Squid rings; YF Tuna Steaks; HOSO Black Tiger; and Squid whole cleaned'],[51231.9626],{'Company': 1},1,0,0,0,0,51231,['Company'],0,0,51231.0,0.0,0.0,0.0,0.0,1
Saltwater Sirens LC Consulting,Thessalandia,['Fish and seafoods products'],[50818.5988],{'Company': 1},1,1,0,14,14,50818,['Company'],13,1,3909.076923076923,0.0019740552735476,0.0053505142199827,0.060807161046377,4.8281443372246455e-11,1
Playa de Coral Ltd. Corporation Services,Brindisola,['Fish and seafood products'],[50712.5383],{'Company': 1},1,1,0,3,3,50712,['Company'],2,1,25356.0,1.0,1.0,1.0,0.707106878039843,1
Chang LLC,ZH,"['Ocean logistics services (air freight and sea freight; transportation, door-to-door, terminal-to-terminal and port-to-port)', 'Unknown']","['None', 50679.2615]","{'Company': 1, 'Company Contacts': 1}",2,1,0,1,1,50679,"['Company', 'Company Contacts']",1,0,50679.0,1.0,0.0,1.0,0.7071067811865476,1
Zambezi Escarpment  S.A. de C.V.,Oceanus,"['Distribution of top manufacturers, all at competitive, dynamic pricing to meet market demands including household appliance and equipment from different brands including air purifiers, air cleaners, brooms, bases, carpet extractors, canisters, fans, filters, floor polishers, fittings/valves, gaskets, hoses, heaters, steamers/power washers, sewing machines, power nozzles, switches, hand vacuums, and tanks']",[50666.6728],{'Company': 1},1,1,0,1,1,50666,['Company'],0,1,50666.0,1.0,0.0,1.0,0.7071067811865476,1
Costa de Coral SRL United,Merigrad,['Fish and seafood products'],[50229.6495],{'Company': 1},1,1,0,1,1,50229,['Company'],0,1,50229.0,1.0,0.0,1.0,0.7071067811865476,1
Pineda Ltd,ZH,['Fishmeals and preserved aquatic products'],[50171.1683],{'Company': 1},1,0,0,0,0,50171,['Company'],0,0,50171.0,0.0,0.0,0.0,0.0,1
Manipur  Market Ltd. Liability Co,Oceanus,"['Consumer electronic parts; electrical machines parts; medical instruments parts; photoelectric communication parts; and automotive parts', 'Headless and shell-on shrimp, peeled and de-veined shrimp, PDTO shrimp, butterfly shrimp, stretched shrimp, cooked headless shell-on shrimp, pre-fried breaded shrimp, sushi ebi, skewered shrimp, tilapia fillets, monkfish, and squid ring', 'Transportation services', 'Cutlery and general hardware']","[42822.5817, 'Unknown', 50166.6728]",{'Company': 4},4,1,0,17,13,92988,['Company'],8,5,11623.5,0.0018330513254371,0.0047882284153399,0.064436994030583,8.159516685004886e-13,1
Adkins LLC,ZH,"['Unknown', 'Frozen seafood products']","[49824.378, 'Unknown', 'None']","{'Company': 2, 'Company Contacts': 1}",3,0,0,0,0,49824,"['Company', 'Company Contacts']",0,0,49824.0,0.0,0.0,0.0,0.0,1
"Willis, Erickson and Dean",ZH,"['Offers a range of microencapsulated Hi-DHA tuna fish oils for addition to various products in dry powder form; Offers its products for various applications, such as infant nutrition products, including infant formulas and moist solid preparations; bread and bakery products; cereals, which include muesli bars and breakfast products; dairy products, such as frozen confection, yoghurts, fromage frais, and milk; supplements, including capsules and dietary products; beverages and juices; animal feeds; and fruit preparations. ']",[49719.3352],{'Company': 1},1,0,0,0,0,49719,['Company'],0,0,49719.0,0.0,0.0,0.0,0.0,1
Kambala Limited Liability Company,Arreciviento,"['Preparation and preservation of shrimp and prawns by frozen, frozen dried, smoked, salted, dipped in brine and canned, and so on']",[48710.9849],{'Company': 1},1,0,0,0,0,48710,['Company'],0,0,48710.0,0.0,0.0,0.0,0.0,1
Zambezi River   Holdings Snapper,Baziuzim,"['Cold soluble gelatine, fish gelatine, fish collagen and ingredient blends']",[48652.6408],{'Company': 1},1,1,0,2,2,48652,['Company'],1,1,48652.0,1.0,1.0,1.0,0.707106690085642,1
Pradesh   S.A. de C.V.,Arreciviento,['Commercial fishing and other related activities'],[48248.8388],{'Company': 1},1,1,0,1,1,48248,['Company'],1,0,48248.0,1.0,0.0,1.0,0.7071067811865476,1
"Donovan, Grant and Johnson",ZH,"['Fishmeals and preserved aquatic products. It also produces sardines, salted fish, smoked and marinated fish, fish fillets, dried seafoods, and sweet and sour marine products']",[47471.0234],{'Company': 1},1,0,0,0,0,47471,['Company'],0,0,47471.0,0.0,0.0,0.0,0.0,1
Rift Valley fishery Corporation,Nalakond,['Fish and fish products'],[47443.8044],{'Company': 1},1,1,0,2,2,47443,['Company'],1,1,47443.0,0.6666666666666666,0.6666666666666666,0.75,0.6015008315175003,1
Cape of Good Hope   OJSC,Oceanus,"['Wholesale distribution of fresh, cured, or frozen fish and seafoods, including shrimps and shellfish, as well as other related products; Preparation of fresh or frozen packaged fish and other seafood, and the shucking and packing of fresh oysters in nonsealed containers']",[47366.6728],{'Company': 1},1,1,0,1,1,47366,['Company'],0,1,47366.0,1.0,0.0,1.0,0.7071067811865476,1
Reese-Wells,ZH,"['Sport and inflatable goods (inflatable airbeds and other beach items), and other styles of indoor and outdoor recreational products']",[47337.8698],{'Company': 1},1,0,0,0,0,47337,['Company'],0,0,47337.0,0.0,0.0,0.0,0.0,1
Blue Water Ventures Company Cargo,Puerto Sol,"['Food specialties, traditional Italian cuisine, frozen ready meals and local recipes (seafood cocktails, shrimp tails, seafood salad, shelled clams, pancakes with cheese, pancakes with tomato-mozzarella, pancakes with prosciutto-cheese, short crust pastry, puff pastry, bucatini pasta, carbonara spaghetti, marinara spaghetti, clams spaghetti, paella, octopus with potatoes, cod fillets, seafood mix, great mix seafood grill, cleaned octopus, cleaned cuttlefish, seafood soup, mussel sauce, prawn tail sauce, seafood mix for risotto, seafood mix for spaghetti, seafood base for scoglio spaghetti, clam sauce, and mussel sauce)']",[47312.2344],{'Company': 1},1,1,0,2,2,47312,['Company'],1,1,47312.0,1.0,1.0,1.0,0.707106690085642,1
Okavango Delta  Pic Family,Puerto Sol,['Fish and fish sauces'],[47207.4722],{'Company': 1},1,1,0,1,1,47207,['Company'],0,1,47207.0,1.0,0.0,1.0,0.7071067811865476,1
Yenisei  Ltd. Liability Co,Marebak,['Frozen seafood; Fresh and frozen marine fats and oils'],[46974.8933],{'Company': 1},1,1,0,1,1,46974,['Company'],0,1,46974.0,1.0,0.0,1.0,0.7071067811865476,1
Ola de la Costa LLC,Nalakond,['Preparation and packaging seafoods (Gathering and canning seafood; smoking; salting; and drying seafood; eviscerating fresh fish by removing heads; fins; scales; bones; and entrails; shucking and packing fresh shellfish; processing marine fats and oils and freezing seafood)'],[46855.9481],{'Company': 1},1,1,0,4,2,46855,['Company'],1,1,46855.0,0.6666666666666666,0.6666666666666666,0.75,0.6015008315175003,1
Malawi Rift   Laksa Ltd. Corporation Consultants,Marebak,['Fresh and frozen seafood'],[46593.3935],{'Company': 1},1,1,0,1,1,46593,['Company'],0,1,46593.0,1.0,0.0,1.0,0.7071067811865476,1
Johnson Ltd,ZH,"['Transportation, logistics, and financial services', 'Unknown', 'Fish, crustaceans and molluscs']","[46456.5334, 'Unknown', 10616.6728, 'None']","{'Company': 4, 'Beneficial Owner': 18, 'Company Contacts': 3}",25,1,0,6,6,57072,"['Company', 'Beneficial Owner', 'Company Contacts']",3,3,19024.0,0.0008460236886632,0.001691411059975,0.0710984571273897,1.922466361742897e-10,1
Barco de Plata SE,Oceanus,"['Marine, aquaculture, and other processed seafood products']",[46403.6728],{'Company': 1},1,1,0,1,1,46403,['Company'],0,1,46403.0,1.0,0.0,1.0,0.7071067811865476,1
Belgian Scallop Pic Freight,Rio Isla,['Processing and preserving of seafood products'],[46253.7853],{'Company': 1},1,1,0,1,1,46253,['Company'],0,1,46253.0,1.0,0.0,1.0,0.7071067811865476,1
"Glenn, Davis and Gonzalez",ZH,['Fish and fish products'],[45847.8365],{'Company': 1},1,0,0,0,0,45847,['Company'],0,0,45847.0,0.0,0.0,0.0,0.0,1
Aqua Aura SE Marine life,Mawazam,"['Seafood and other aquatic products', 'Optical fiber communication passive components (fiber optical attenuator, fiber optical isolator, fiber optical switch, optical filter, fiber optical, and fiber optical coupler)', 'Unknown', 'Alaskan seafood, domestic caviar and imported Caviar', 'Fish and seafood products (tuna, salmon, herring, shellfish, and groundfish products; and flounder fillets, cornmeal pollock strips, burger, tuna steak, frozen halibut steaks, as well as canned sockeye salmon and frozen sockeye, and crabs)', 'Bone ash, natural calcium phosphate, feldspar and prepared bone china bodies', 'Food ingredients, frozen fruits and vegetables, ready to eat products, ready to cook products, snacks, drinks and kitchen accessories']","[45793.3366, 37829.5855, 7786.6728, 6126.6728, 10576.6728, 'Unknown', 6516.5135, 8181.6112, 14652.3777, 12126.6728]",{'Company': 12},12,1,0,51,47,149585,['Company'],36,11,4155.138888888889,0.0066271855611957,0.0895327995021884,0.0919069526339661,0.0001073218493085,1
Mar del Norte NV,Oceanus,"['Fish and other related seafood products', 'Unknown', 'Seafoods']","[6337.2416, 22966.6728, 45766.6728]",{'Company': 3},3,1,0,19,5,75069,['Company'],2,3,37534.5,0.0007050197405527,0.045330547953233,0.0891952056948095,9.51399155958886e-05,1
"Merritt, Mueller and Wall",ZH,['Canned fish products'],[45617.5605],{'Company': 1},1,0,0,0,0,45617,['Company'],0,0,45617.0,0.0,0.0,0.0,0.0,1
SeaSolutions  Limited Liability Company,Brindisola,"['A seafood production company; Retailers, food service, and food distributors in most major markets across the globe']",[45152.6728],{'Company': 1},1,1,0,2,2,45152,['Company'],1,1,45152.0,0.000282007896221,0.000282007896221,0.0520563429905238,1.1998497091077604e-11,1
Saltwater Sanctuary Worldwide Laksa,Oceanus,"['Air freight, ocean freight, dry ice and cold pack replenishment, temperature controlled vehicles, in transit temperature monitoring, and automatic E-mail notification services; and customs brokerage services, as well as various clearance options that include hand carries, State Department license requirements, drawback programs, and documentation services; Distribution and transportation of seafood, live lobster, produce, meat, and other perishable products related to the food service industry; Transportation of medicines, clinical trials, vaccines, lab reagents, chemicals, supplies, and equipment']",[45066.6728],{'Company': 1},1,1,0,1,1,45066,['Company'],0,1,45066.0,0.5,0.0,0.6666666666666666,0.5000000644180599,1
North Limited Liability Company,Marebak,['Fresh and frozen seafood'],[44798.7217],{'Company': 1},1,1,0,3,3,44798,['Company'],2,1,22399.0,0.1363636363636363,0.1774891774891775,0.25,0.001637757895769,1
Mar de la Costa Distribution,Lumindoria,"['Aromatic extracts, such as fish aromatic extracts and Crustacean aromatic extracts, as well as natural nutritional ingredients for breeding solutions and pet food well-being; Natural cosmetic actives to provide instant well-being through both cosmetics and food']",[44768.3973],{'Company': 1},1,1,0,5,5,44768,['Company'],4,1,11192.0,1.0,1.0,1.0,0.7071064011232681,1
ReefRider Foods ОАО Shipping,Oceanus,['Consumer goods company; Distribution of seafood products'],[44766.6728],{'Company': 1},1,1,0,2,1,44766,['Company'],0,1,44766.0,1.0,0.0,1.0,0.7071067811865476,1
Tamil Nadu s Mudflat,Nalakond,['Cooked seafood products'],[44530.717],{'Company': 1},1,1,0,5,5,44530,['Company'],4,1,11132.5,1.0,1.0,1.0,0.7071064011232681,1
Khundu N.V. and Son's,Arreciviento,['Marine fishing'],[44390.6773],{'Company': 1},1,1,0,6,2,44390,['Company'],2,0,22195.0,0.2222222222222222,0.5,0.4736842105263157,0.3685204735970748,1
Odisha  Ltd. Liability Co,Oceanus,"['A range of fish and other related seafood products', 'Unknown']","[44266.6728, 12829.7661, 36330.6501]",{'Company': 3},3,1,0,10,6,93425,['Company'],4,2,23356.25,0.0008460236886632,0.0016913514052233,0.0678549900973047,8.21619186657712e-10,1
zūn yú N.V. Shipping,Nalakond,"['Tuna, sword fish, bass, trout, and salmon, as well as offers shellfish, mollusks, crustaceans, sea vegetables, shrimp, lobster, squid, oysters, crabs, and clams, and other related seafood products']",[44214.5582],{'Company': 1},1,1,0,4,4,44214,['Company'],3,1,14738.0,0.5,0.6428571428571428,0.5333333333333333,0.4999998009843782,1
Carroll-Lee,ZH,['Frozen shell fishes'],[44202.0796],{'Company': 1},1,0,0,0,0,44202,['Company'],0,0,44202.0,0.0,0.0,0.0,0.0,1
Phillips Group,ZH,"['Canned seafood', 'Unknown']","[44160.9173, 'None']","{'Company': 1, 'Beneficial Owner': 1, 'Company Contacts': 4}",6,0,0,0,0,44160,"['Company', 'Beneficial Owner', 'Company Contacts']",0,0,44160.0,0.0,0.0,0.0,0.0,1
Evans-King,ZH,['Preparation and packaging seafoods (Gathering and canning seafood; smoking; salting; and drying seafood; eviscerating fresh fish by removing heads; fins; scales; bones; and entrails; shucking and packing fresh shellfish; processing marine fats and oils and freezing seafood)'],[43988.8525],{'Company': 1},1,0,0,0,0,43988,['Company'],0,0,43988.0,0.0,0.0,0.0,0.0,1
Gvardeysk Ltd. Liability Co Nautical,Korvelonia,['Fish and seafood products'],[43625.9801],{'Company': 1},1,1,0,1,1,43625,['Company'],0,1,43625.0,1.0,0.0,1.0,0.7071067811865476,1
Reid-Johnson,ZH,"['Fish, (tuna, catfish, tilapia, sword fish, bass, trout, and salmon), shellfish, mollusks, crustaceans, sea vegetables, shrimp, lobster, squid, oysters, crabs, and clams']",[43566.6728],{'Company': 1},1,0,0,0,0,43566,['Company'],0,0,43566.0,0.0,0.0,0.0,0.0,1
"Joseph, Kim and Butler",ZH,"['Young soybeans in pods; and spring rolls includes shrimp mini spring rolls with shiitake mushroom, vegetable mini spring rolls with shiitake mushroom, and all natural pre-fried vegetable mini spring rolls with shiitake mushroom']",[43566.6728],{'Company': 1},1,0,0,0,0,43566,['Company'],0,0,43566.0,0.0,0.0,0.0,0.0,1
Norwegian Shrimp BV Express,Kondanovia,"['Seafood (tuna fillets, frozen herring portions, frozen cod loins, eel cuts, haddock fillets, frozen mackerel cuts, salted anchovy, crabmeat, oysters, and deveined shrimps)']",[43434.7429],{'Company': 1},1,1,0,4,4,43434,['Company'],3,1,14478.0,0.0005640157924421,0.0008459043791598,0.0692814926976994,1.3313408722963276e-11,1
Mar de la Vida Sagl,Korvelonia,"['Fishing and drying of cod fish, coastal trawling; Foodstuffs']",[42936.0834],{'Company': 1},1,1,0,6,3,42936,['Company'],2,1,21468.0,1.0,1.0,1.0,0.707106878039843,1
